locus_tag	ftype	length_bp	gene	EC_number	COG	product
LLGMAHPF_01871	CDS	330				hypothetical protein
LLGMAHPF_01872	CDS	1968	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
LLGMAHPF_01873	CDS	900	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
LLGMAHPF_01874	CDS	573	infC		COG0290	Translation initiation factor IF-3
LLGMAHPF_01875	CDS	972				hypothetical protein
LLGMAHPF_01876	CDS	735	cysE	2.3.1.30	COG1045	Serine acetyltransferase
LLGMAHPF_01877	CDS	2832	secA		COG0653	Protein translocase subunit SecA
LLGMAHPF_01878	CDS	456				hypothetical protein
LLGMAHPF_01879	CDS	393				hypothetical protein
LLGMAHPF_01880	CDS	432				hypothetical protein
LLGMAHPF_01881	tRNA	72				tRNA-Gly(gcc)
LLGMAHPF_01882	CDS	477	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
LLGMAHPF_01883	CDS	198	psbZ			Photosystem II reaction center protein Z
LLGMAHPF_01884	CDS	2748	mutS		COG0249	DNA mismatch repair protein MutS
LLGMAHPF_01885	CDS	624	cobH	5.4.99.61		Precorrin-8X methylmutase
LLGMAHPF_01886	CDS	1002				hypothetical protein
LLGMAHPF_01887	CDS	1761				hypothetical protein
LLGMAHPF_01888	CDS	2040	uvrB			UvrABC system protein B
LLGMAHPF_01889	CDS	810				hypothetical protein
LLGMAHPF_01890	CDS	1011	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
LLGMAHPF_01891	CDS	2004	rnj1	3.1.-.-		Ribonuclease J 1
LLGMAHPF_01892	CDS	909	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
LLGMAHPF_01893	CDS	1032	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
LLGMAHPF_01894	CDS	1422	tig	5.2.1.8		Trigger factor
LLGMAHPF_01895	CDS	648	clpP_4	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
LLGMAHPF_01896	CDS	1368	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
LLGMAHPF_01897	CDS	1740	ruvB_2	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
LLGMAHPF_01898	CDS	1302		2.4.1.336	COG1215	Beta-monoglucosyldiacylglycerol synthase
LLGMAHPF_01899	CDS	1539				hypothetical protein
LLGMAHPF_01900	CDS	198	rpmI		COG0291	50S ribosomal protein L35
LLGMAHPF_01901	CDS	348	rplT		COG0292	50S ribosomal protein L20
LLGMAHPF_01902	CDS	558				hypothetical protein
LLGMAHPF_01903	CDS	798	thiG	2.8.1.10	COG2022	Thiazole synthase
LLGMAHPF_01904	CDS	1194				hypothetical protein
LLGMAHPF_01905	CDS	1134	mgtA	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
LLGMAHPF_01906	CDS	252				hypothetical protein
LLGMAHPF_01907	CDS	2910	gcvP	1.4.4.2		Glycine dehydrogenase (decarboxylating)
LLGMAHPF_01908	CDS	390	gcvH			Glycine cleavage system H protein
LLGMAHPF_01909	CDS	1290				hypothetical protein
LLGMAHPF_01910	CDS	708				hypothetical protein
LLGMAHPF_01911	CDS	987				hypothetical protein
LLGMAHPF_01912	CDS	456	rplI		COG0359	50S ribosomal protein L9
LLGMAHPF_01913	CDS	1383	dnaB	3.6.4.12		Replicative DNA helicase
LLGMAHPF_01914	CDS	1965	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
LLGMAHPF_01915	CDS	645				hypothetical protein
LLGMAHPF_01916	CDS	570				hypothetical protein
LLGMAHPF_01917	CDS	528				hypothetical protein
LLGMAHPF_01918	CDS	420				hypothetical protein
LLGMAHPF_01919	CDS	1332	lig_2	6.5.1.1		DNA ligase
LLGMAHPF_01920	CDS	153				hypothetical protein
LLGMAHPF_01921	CDS	612	ydjZ		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
LLGMAHPF_01922	CDS	2757	valS	6.1.1.9	COG0525	Valine--tRNA ligase
LLGMAHPF_01923	CDS	333				hypothetical protein
LLGMAHPF_01924	tRNA	72				tRNA-Val(tac)
LLGMAHPF_01925	CDS	855	mazG	3.6.1.1	COG1694	Nucleoside triphosphate pyrophosphohydrolase/pyrophosphatase MazG
LLGMAHPF_01926	CDS	852	speE	2.5.1.16	COG0421	Polyamine aminopropyltransferase
LLGMAHPF_01927	CDS	885	speB	3.5.3.11	COG0010	Agmatinase
LLGMAHPF_01928	CDS	1113	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
LLGMAHPF_01929	CDS	1797	aspS	6.1.1.12		Aspartate--tRNA ligase
LLGMAHPF_01930	CDS	1611	pyrG	6.3.4.2		CTP synthase
LLGMAHPF_01931	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
LLGMAHPF_01932	CDS	675	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
LLGMAHPF_01933	CDS	1320	menF_2	5.4.4.2		Isochorismate synthase MenF
LLGMAHPF_01934	CDS	828				hypothetical protein
LLGMAHPF_01935	CDS	774	sumT	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
LLGMAHPF_01936	CDS	1251	tetA			Tetracycline resistance protein, class C
LLGMAHPF_01937	CDS	2088	ppk	2.7.4.1	COG0855	Polyphosphate kinase
LLGMAHPF_01938	CDS	1020	sigA2_4		COG0568	RNA polymerase sigma factor SigA2
LLGMAHPF_01939	CDS	642	vte5	2.7.1.182		Phytol kinase
LLGMAHPF_01940	CDS	1068	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
LLGMAHPF_01941	CDS	2574	acnB	4.2.1.3	COG1049	Aconitate hydratase B
LLGMAHPF_01942	CDS	1359	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
LLGMAHPF_01943	CDS	855	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
LLGMAHPF_01944	CDS	1083	mnmC_2	2.1.1.61		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
LLGMAHPF_01945	CDS	1905	dnaK2_2			Chaperone protein dnaK2
LLGMAHPF_01946	CDS	858	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
LLGMAHPF_01947	CDS	465				hypothetical protein
LLGMAHPF_01948	CDS	1215	argG	6.3.4.5		Argininosuccinate synthase
LLGMAHPF_01949	CDS	147				hypothetical protein
LLGMAHPF_01950	CDS	279				hypothetical protein
LLGMAHPF_01951	CDS	1080	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
LLGMAHPF_01952	CDS	264				hypothetical protein
LLGMAHPF_01953	CDS	1407	susA	2.4.1.13	COG0438	Sucrose synthase
LLGMAHPF_01954	CDS	2901	uvrA		COG0178	UvrABC system protein A
LLGMAHPF_01955	CDS	1698	recN		COG0497	DNA repair protein RecN
LLGMAHPF_01956	CDS	1857	ubiB_3	2.7.-.-		protein kinase UbiB
LLGMAHPF_01957	CDS	576				hypothetical protein
LLGMAHPF_01958	CDS	1104	thrC	4.2.3.1	COG0498	Threonine synthase
